ID1	IND1	KSIC1	KSIC2	KSIC3	SCALE	TYPE	YYYY	A01_01	A01_01_01	A01_02	A01_03	A01_03_01	A01_04	A01_05	A01_06	A02_01	A02_02	A02_03	A02_04	A02_05	A02_06	A02_07	A02_08	A02_08_01	A02_08_02	A02_08_03	A02_08_04	A02_08_05	A02_08_06	A02_08_07	A02_08_08	A02_08_09	A02_08_10	A02_08_11	A02_08_12	A02_08_13	A02_08_14	A02_08_15	A02_08_16	A02_08_17	A02_08_18	A02_08_19	A02_08_20	A02_08_21	A02_09	A02_09_01	A02_09_02	A02_09_03	A02_09_04	A02_09_05	A02_09_06	A02_09_07	A02_09_08	A02_09_09	A02_09_10	A02_09_11	A02_09_12	A02_09_13	A02_09_14	A02_09_15	A02_09_16	A02_09_17	A02_09_18	A02_09_19	A02_09_20	B01_01	B01_01_01	B01_01_02	B01_02_01	B01_02_02	B01_02_03	B01_02_05	B01_02_06	B01_02_07	B01_03	B01_04	B01_05_01	B01_05_02	B01_05_03	B01_05_04	B01_05_05	B01_05_06	B01_05_07	B01_05_08	B01_06_01	B01_06_02	B01_06_03	B01_06_04	B01_06_05	B01_06_06	B01_06_07	B01_06_08	B01_07	B01_07_01	B01_07_02	B01_07_03	B01_07_04	B01_07_05	B01_07_07	B01_08_01	B01_08_02	B01_08_03	B01_08_04	B01_08_05	B01_08_06	B01_09_01	B01_09_02	B01_09_03	B01_09_04	B01_09_05	B01_09_06	B01_09_07	B01_09_08	B01_09_09	B01_09_12	B02_01_01	B02_01_02	B02_01_03	B02_01_04	B02_01_05	B02_01_06	B02_01_07	B02_01_08	B02_01_09	B02_01_10	B02_01_11	B02_01_12	B02_01_13	B02_01_14	B02_01_15	B02_01_16	B02_01_17	B02_01_18	B02_01_19	B02_01_20	B02_01_21	B02_01_22	B02_01_23	B02_01_24	B02_02_01	B02_02_02	B02_02_03	B02_02_04	B02_02_05	B02_03_01	B02_03_02	B02_03_03	B02_03_04	B02_03_05	B02_03_06	B02_04_01	B02_04_02	B02_04_03	B02_04_04	B02_04_05	B02_04_06	B02_04_07	B02_04_08	B02_04_09	B02_04_10	B02_04_11	B02_04_12	B02_05_01	B02_05_02	B02_06_01	B02_06_02	B02_06_03	B02_06_04	B02_06_05	B02_06_06	B02_06_07	B02_06_08	B02_06_09	B02_06_10	B02_06_11	B02_06_12	B02_06_13	B02_07_01	B02_07_02	B02_07_03	B02_07_04	B02_07_07	B02_07_08	B02_07_09	B02_07_12	B02_08_01	B02_08_02	B02_08_03	B02_08_04	B02_08_05	B02_08_06	B02_08_07	B02_08_08	B02_08_09	B02_08_10	B02_08_11	B02_08_12	B02_09_01	B02_09_02	B02_09_03	B02_09_04	B02_10_02	B02_10_03	B02_10_04	B02_10_07	B02_10_08	B02_10_09	B02_10_11	B02_10_12	C01_01	C01_01_01	C01_02	C01_02_01	C01_03	C01_03_01	C01_04	C01_05	C01_05_01	C01_05_02	C01_05_03	C01_05_04	C01_05_05	C01_05_06	C01_06_01	C01_06_02	C01_06_03	C01_06_04	C01_06_05	C01_06_06	C01_06_07	C01_06_08	C01_06_09	C01_06_10	C01_06_11	C01_06_12	C01_06_13	C01_06_14	C01_06_15	C01_06_16	C01_06_17	C01_06_18	C01_06_19	C01_06_20	C01_06_21	C01_08_01	C01_08_02	C01_08_03	C01_08_04	C01_08_05	C01_08_06	C01_08_07	C01_09_01	C01_09_02	C01_09_03	C01_09_04	C01_09_05	C01_09_06	C01_09_07	C01_09_08	C01_09_09	C01_09_10	C01_09_11	C01_09_12	C01_09_13	C01_09_14	C01_09_15	C01_09_16	C01_09_17	C01_09_18	C01_10_01	C01_10_02	C01_10_03	C01_10_04	C01_10_05	C01_10_06	C01_10_07	C01_10_08	C01_10_09	C01_10_10	C01_10_11	C01_10_12	C01_10_13	C01_10_14	C02_01_01	C02_01_02	C02_01_05	C02_01_06	C02_01_07	C02_01_08	C02_02_01	C02_02_02	C02_02_03	C02_02_04	C02_02_05	C02_02_06	C02_02_07	C02_02_08	C02_02_09	C02_03_01	C02_03_02	C02_03_03	C02_03_04	C02_03_05	C02_04_01	C02_04_02	C02_04_03	C02_04_04	C02_04_05	C02_04_06	C02_04_07	C02_04_08	C02_04_09	C02_04_10	C04_01_01	C04_01_02	C04_01_03	C04_01_04	C04_01_05	C04_01_06	C04_01_07	C04_01_08	C04_02_02	C04_02_03	C04_02_08	C04_02_09	C04_02_11	C04_02_12	C04_02_19	C04_02_20	C04_02_22	C04_02_23	C04_03_01	C04_03_02	C04_03_03	C04_03_05	C04_03_06	C04_04_01	C04_04_03	C04_04_04	C04_04_06	C04_04_07	D01_01	D01_02	D01_03	D01_04_01	D01_04_02	D01_04_03	D01_04_04	D01_04_05	D01_04_06	D01_05	D01_05_01	D01_05_02	D01_06	D01_06_01	D01_07	D01_07_01	D01_07_02	D01_07_03	D01_07_04	D01_07_05	D01_07_06	D01_07_07	D01_07_08	D01_07_09	D01_08	D01_08_01	D01_09	D01_09_01	D01_09_02	D01_09_03	D01_09_04	D01_10	D02_01_01	D02_01_02	D02_02	D02_02_01	D02_02_02	D02_02_03	D02_02_04	D02_02_05	D02_02_06	D02_03_01	D02_03_02	D02_03_03	D02_04	D02_05	D02_06_01	D02_06_02	D02_06_03	D02_06_04	D02_06_06	D02_06_07	D02_07	D02_07_01	D02_08	D02_08_01	D03_01_01	D03_01_03	D03_01_05	D03_01_07	D03_01_09	D03_01_11	D03_01_13	D03_01_14	D03_02	D03_03_01	D03_03_02	D03_03_03	D03_03_04	D03_04	D03_05	D03_06_01	D03_06_02	D03_06_03	D03_06_04	D03_06_05	D03_06_06	D03_06_07	D03_06_08	D04_01_01	D04_01_02	D04_01_03	D04_01_04	D04_02	D04_03_01	D04_03_02	D04_03_03	D04_03_04	D04_03_05	D04_03_06	D04_04_01	D04_04_02	D04_04_03	D04_04_04	D04_04_05	D04_04_06	D04_04_07	D04_04_08	D04_04_09	D04_04_10	D04_04_11	D04_04_12	D04_04_13	D04_04_14	D04_05_01	D04_05_02	D04_05_03	D04_05_04	D04_05_05	D04_05_06	D04_06	D04_06_01	D04_06_02	D04_06_03	D04_07_01	D04_07_02	D04_07_03	D04_08_01	D04_08_02	D04_08_03	D04_08_04	D04_08_05	D04_08_06	D05_01	D05_02	D05_03	D05_02_01	D05_03_01	D05_03_02	D05_03_03	D05_03_04	D05_03_05	D05_03_07	D05_03_08	D05_03_09	D05_03_10	D05_03_11	D05_03_12	D05_03_13	D05_03_14	D05_03_15	D05_03_16	D05_03_17	D05_03_18	D05_03_19	D05_03_20	D05_03_21	D05_03_22	D05_03_23	D05_03_24	D05_03_25	D05_03_26	D05_03_27	D05_03_28	D05_03_29	D05_03_30	D05_03_31	D05_03_32	D05_03_33	D05_03_34	D05_03_35	D05_03_36	D05_03_37	D05_03_38	D05_03_39	D05_03_40	D05_03_41	D05_03_42	D05_04	D06_02	D06_02_01	D06_02_02	D06_02_03	D06_02_04	D06_02_05	D06_02_06	D06_02_07	D07_01	D07_02	D07_02_01	D07_03_01	D07_03_02	D07_03_03	D07_03_10	D07_04
160	1	C	22	221	3	1	2013	1971		1	2		6	1	1	3	2	2	2	2	3	2	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2																					3	300	80.0	1	3	2	4	3	10	3	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1153	922	231	0	12	12	0	0	78	77	1	0													1153	159	245	377	372	1153	784	167	187	15	0	79	18	21	29	15	23	33	0	0	0	0	0	57	180	278	278	0	215	215	0	63	63	0	243	243	35	35	35	50	31	31	10.0	300	247	3	10	1	1	4	2	3	10	0	0	0	0	0	2		2		31	15	1	171	56	3	47	230	2	1	1	4	2		3	2	2						1	1730	0.0	1	38	9.0	2			2			2			2			2			0	1	1	0	0	0	1	2		2		2		2		2		2		2		2		2		1	2	2		2		2		1	3	1	3	1	2	210.0	0.00	36010.00	9.0	0.0	9.0	1	3	15	2			2			2	2	1	1	1	2	2	2	2	4	4	3	3	2	2	3	3	3	3	3				1	1	1	1	2				2		1	0	1	0	0	2	2	8	8	8	2		1	1	0	0	1.5			2	1	2	1	1	1	0	0	1	0	1	0	0	1	0	2		2					1	3	6	2							9.0	6.0	3.0	2	0.0	0	0	0	1	4	7	2		2		2	2	1	2	2	2	3		2					1	2	1	0	0	0	0	0	0	0	2	1	2	2	7	2	2	2	1	2	2	600.00	600.00	600	600	0.00	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	32	50.0	70.0	4	3	3	2319	3	3	3	2	-8	-8	2		2		2		1	2	2																																											2	2								5	1	1	732	63.4	1	2	4
160	1	C	22	221	3	1	2015	1971		1	2		6	1	1	3	1	2	2	2	3	2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2																					2	0	100.0	3	7	9	3	4	10	3	1	1	1	3	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1073	855	218	0	7	7	0	0	238	210	28	0													1073	97	228	339	409	1073	699	172	187	14	1	104	28	22	21	23	19	28	0	0	0	0	0	71	155	196	196	0	152	152	0	44	44	0	188	188	8	8	21	35	21	21	30.0	175	175	10	9	0	3	1	4	0	4	0	0	0	0	0	2		2		-9	-9	-9	-9	-9	-9	-9	-9	2	1	1	4	2		3	1	2						2			2			1	226	10.0	2			2			2			2										2		2		2		2		2		2		2		2		2		1	2	2		1	2	2		1	3	1	3	2		495.0	-9.00	70815.00	10.0	0.0	10.0	1	2	0	2			2			2	1	1	1	1	2	3	2	3	4	3	2	3	2	3	3	3	3	3	3				1	1	1	1	2				2							2	2	8	8	8	2		1	1	1	0	1.0	3.0		2	2	2	1	1											2		2					1	4	6	2							10.0	8.0	7.0	2	0.0	0	0	0	1	4	6	2		1	1	2	2	1	1	1	1	3	4	1					4	2														2	2	2	2	2	2	600.00	600.00	600	600	0.00	0.00									34	54.0	65.0	4	3	3	901	3	3	3	2	100	100	2		2		2		1	2	2																																											2	2								3	1	1	620	58.0	1	3	4
160	1	C	22	221	2	1	2017	1971		1	2		5	1	1	3	1	1	1	1	3	2	1																						2																					1	1000		1	2	3	2	4	1	3	1	5	2	1	1	1				1	1	1	1	1				2							0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	938	783	155	0	18	18	0	0	90	90	0	0													938	38	200	400	300	938	191	47	700	0	0	33	50	25	25	10	10	5	0	0	0	0	0	100	100	48	48	0	48	48	0	0	0	0	48	48	0	0	4	100	4	4		44	44																		2	8	0	0	0	0	10	0	2	1	2		2		3	1	2						1	2700	0.0	1	20	10.0	1	100	10.0	2			2			2			2										2		2		2		2		2		2		2		2		2		1	3	1	3	1	3	2		2		2		2		257.0	-9.00	39667.00	20.0	0.0	20.0	1	7	100	1	7	100.0	-8			3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3				1	1	1	1	1	1			1	1						3	3	3	8	3	2		1	1	1	0	10.0	10.0		2	2	1	1	1													2					1	3	6	2							10.0	10.0	5.0	1		0	0	0	0							2	1	2	1	2	2	2	4	1					3	1														2	2	2	2	2	2	600.00	600.00	600	600	0.00	0.00									39	52.0	70.0	3	3	3	150	3	3	3	2	-8	-8	2		2		2		1	2	2																																											2	2								4	1	1	800	90.0	1	2	1
163	1	C	21	212	1	1	2009	1957		4	2		3	1	1	2	2	2	2	1	3	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2																					2	200	100.0	9	1	5	3	9	4	4	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	-9	0	1	0	1	1	0	0	0	0	0	296	173	123	0	28	13	15	0	9	9	0	0													296	50	161	59	26	296	141	30	107	12	6	44	51	35	17	10	8	27	26	1	2	3	1	80	20	81	81	0	40	40	0	41	41	0	40	40	41	41	40	3256	40	40	14.0	41	41	30	33	5	2	0	0	0	0	0	0	0	0	0	2		2		14	18	5	0	0	20	37	20	1		1	2	1	70	3	4							1	70	9.0	2			1	200	20.0	1	200	15.00	2			2			2			0	1	1	1	0	0	0	1	3	2		2		2		2		2		2		1	3	2		1	3	1	3	1	3	2		1	3	2		2		42.0	20.00	9000.00	45.0	0.0	45.0	1	30	7	2			2			3	3	3	3	1	1	5	3	2	3	1	4	3	3	4	3	3	3	3	3				1	1	2		2				2		0	0	0			1	8	8	8	8	1	5		1	0	1	9.0	-8.0	20.0	1	1	3	2		1	1	0	0	1	0	1	1	0	0	2		1	18	0	42	0	1	6	6	2							10.0	6.0	5.0	1	0.8	1	1	1	0	2	4	2		1	1	2	2	2	2	2	2								-8	-8	-9	-9	-9	-9	-9	-9	-9	-9	1	1	2	2	6	1	1	2	2	2	2	693.00	600.00	600	600	93.00	0.00	90.0	0.0	3.0	0.0	0.0	0.0	0.00	0.00	26	38.0	44.0	3	3	3	2000	3	3	3	2	150	150	2		2		2		2	1	1	-9.0	1	0	0	0	0	2																																				2	2								3	1	4					3
163	1	C	21	212	1	1	2011	1957		4	1	1	2	1	1	4	3	3	3	2	2	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2																					2	500	100.0	7	9	2	3	4	9	4	1	3	1	1	1	1				1	1	1	1	1				1	0	1	0	1	0	2.5	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	290	159	121	10	37	7	30	0	4	4	0	0													280	42	102	87	49	280	96	50	116	16	2	35	28	4	6	6	4	27	16	0	0	2	2	24	31	47	45	2	35	35	0	12	10	2	27	25	20	20	43	500	43	43	7.0	2	2	20	24	3	1	1	2	2	6	4	0	0	0	0	2		2		22	18	0	3	0	0	40	3	1		1	4	1	20	3	4							1	70	12.0	2			2			1	250	64.00	2			2			2			0	1	1	1	0	0	1	1	3	2		2		2		2		2		2		1	3	2		1	3	2		1	3	2		1	3	1	3	1	3	45.0	41.00	12464.00	76.0	0.0	76.0	1	7	0	1	3	0.0	1	4.0	0	3	3	2	2	2	2	4	2	2	3	2	2	3	2	2	2	3	3	3	3				1	1	2		2				2		0	0	0			1	8	8	8	8	1	5		0	1	0	-8.0	9.0	-8.0	1	1	3	2		1	0	0	0	1	0	1	0	0	0	2		2					1	4	6	1	0	0	0	1	0	0	10.0	6.0	8.0	1	2.0	1	0	0	0	2	7	2		2		2	1	1	1	1	2	2	4	3					5	1	1	0	0	0	0	0	1	0	1	1	2	2	1	1	1	1	2	2	2	645.00	600.00	600	600	45.00	0.00	40.0	0.0	5.0	0.0	0.0	0.0	0.00	0.00	-9	-9.0	-9.0	3	1	1	1000	2	2	2	2	100	100	2		2		2		1	1	1	60.0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2								4	1	2	3	1.0	2	3	4
163	1	C	21	212	1	1	2013	1957		1	1	1	3	1	1	4	3	3	3	3	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2																					3	500	50.0	2	7	5	3	4	9	2	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	294	174	120	0	40	10	30	0	10	10	0	0													294	63	112	87	32	294	73	41	163	12	5	68	38	14	5	20	9	27	6	1	1	3	2	90	33	58	58	0	47	47	0	11	11	0	52	52	6	6	55	4500	70	55	365.0	3	3	90	47	5	0	1	0	0	2	0	0	0	0	0	2		2		40	10	2	0	0	0	52	0	1		1	4	1	10	1	4							2			2			2			1	294	36.00	2			2			2			0	1	1	1	0	0	0	1	2	2		2		2		2		2		2		2		2		2		2		1	3	2		2		2		2		-9.0	20.00	10000.00	36.0	0.0	36.0	2			2			2			2	2	2	2	1	3	4	3	2	3	2	1	3	1	2	3	3	3	3	3				1	1	2		2				2		0	0	0			1	8	8	8	8	1	5		0	1	0		7.0		1	1	3	2		2										2		2					1	3	5	1	0	0	0	1	0	0	7.0	6.0	-9.0	1	10.0	0	0	0	0							2	2	1	1	2	2	3	4	3					5	1	1	0	0	0	0	0	0	0	1	1	2	2	7	2	2	2	2	2	2	600.00	600.00	600	600	0.00	0.00	0.0	0.0	0.0	0.0	0.0	0.0	0.00	0.00	30	44.0	55.0	4	3	2	1000	3	3	3	2	-8	-8	2		2		2		1	1	1	120.0	1	0	0	0	0	2																																				1	2								3	1	4					4
163	1	C	21	212	2	1	2015	1957		3	2		2	1	1	2	3	3	3	3	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	2																					3	800	20.0	2	7	9	3	4	9	4	1	1	1	1	1	1				1	1	1	1	1				2							1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	306	195	111	0	36	15	21	0	17	17	0	0													306	40	123	54	89	306	82	34	170	17	3	67	42	21	21	20	14	20	30	0	2	3	3	127	43	65	65	0	47	47	0	18	18	0	59	59	6	6	55	1500	55	55	14.0	10	10	7	47	0	0	0	0	0	8	0	0	0	0	0	2		2		26	28	3	0	4	3	57	7	1		1	3	1	90	1	4							2			1	200	170.0	1	1200	151.0	1	206	20.00	2			2			2										1	3	2		2		2		2		2		2		2		2		1	3	2		2		2		2		2		2		73.0	-9.00	11349.00	341.0	0.0	341.0	1	30	100	1	3	10.0	1	30.0	100	2	2	2	2	1	2	2	2	2	2	2	1	4	1	1	3	3	3	3	3				1	1	2		2				2							2	8	8	8	8	1	5		0	1	0		10.0		1	1	3	1	1											2		2					1	5	6	2							10.0	8.0	-9.0	2	5.0	0	0	1	0	2	7	2		1	1	2	1	2	1	1	2	2		2					5	1														1	2	2	2	2	2	604.00	600.00	600	600	4.00	0.00									30	44.0	60.0	3	2	2	1588	4	4	4	2	100	100	2		2		2		1	2	2																																											1	2								4	1	3	3	2.0	2	2	4
163	1	C	21	212	2	1	2017	1957		3	2		2	1	1	2	3	3	3	3	1	1	1																						2																					1	1000		2	7	9	3	4	9	3	1	1	1	1	1	1				1	1	1	1	1				2							1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	340	190	150	0	40	15	25	0	20	20	0	0													340	68	158	80	34	340	136	17	170	12	5	100	32	28	11	9	10	61	10	3	1	3	2	127	43	60	60	0	50	50	0	10	10	0	60	60	0	0	57	5000	57	57		3	3																		28	26	0	3	0	0	54	3	1		1	3	1	90	1	4							1	900	80.0	1	10	2.0	1	1200	106.0	2			2			2			2										1	3	2		2		2		2		2		2		2		2		1	3	2		2		2		2		2		2		101.0	50.00	15657.00	188.0	0.0	188.0	1	30	200	1	3	0.0	-8			2	2	2	2	1	2	2	2	2	2	2	1	4	1	1	3	3	3	3	3				1	1	2		2				2							2	8	8	8	8	1	5		0	1	0		15.0		1	1	3	1	1													2					1	5	6	2							10.0	6.0	-9.0	2		0	0	1	0	2	7	2		1	1	2	1	1	1	1	2	2	4	2					5	1														1	2	2	2	2	2	650.00	650.00	600	600	50.00	50.00									35	50.0	64.0	3	2	2	1412	4	4	4	2	100	100	2		2		2		1	2	2																																											1	2								4	1	3	3	2.0	2	2	4
165	1	C	22	222	1	1	2009	1965		1	2		2	2	1	4	3	3	3	3	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2																					2	30	100.0	9	7	2	3	11	9	5	2	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	-9	0	1	0	0	0	0	0	0	0	0	225	171	24	30	10	9	1	0	10	10	0	0													195	67	65	49	14	195	115	24	56	0	0	26	20	15	9	7	7	22	2	0	0	0	0	27	60	14	14	0	11	11	0	3	3	0	13	13	1	1	14	42	14	14	7.0	0	0	-8	13	0	0	0	0	0	1	0	0	0	0	0	2		2		1	6	1	1	4	0	8	5	1		1	1	2		3	1	2						1	120	4.0	2			1	120	15.0	1	120	16.00	2			2			2			1	0	1	0	0	0	0	1	4	2		2		2		2		2		2		2		2		2		1	4	1	4	2		1	4	1	4	1	4	31.0	31.00	12200.00	35.0	0.0	35.0	2			-8			2			4	2	3	4	3	1	1	1	1	1	4	2	2	1	1	4	4	4	4	4				1	1	1	1	2		1	1	2		0	0	0			1	1	8	1	8	1	5		2	2	1	5.0	6.0	25.0	1	1	3	1	1	1	0	0	1	0	1	1	1	1	0	2		1	5	5	0	0	1	5	7	2							7.0	10.0	6.0	2	0.0	0	0	0	0							2	1	2	1	1	1			2	0	0	1	0	0	2	1	1	0	0	0	0	0	-9	2	1	2	2	1	2	2	2	1	2	2	1100.00	1100.00	600	600	500.00	500.00	0.0	0.0	0.0	0.0	0.0	0.0	500.00	500.00	27	40.0	60.0	4	4	4	1300	4	4	4	2	100	100	2		2		2		1	2	1		1	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	2								5	1	1	79	40.0	1	3	4
165	1	C	22	222	1	1	2011	1965		1	2		2	3	1	4	3	3	3	3	2	1	2																						2																					2	0	100.0	1	2	9	3	11	10	4	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	234	159	21	54	11	11	0	0	20	20	0	0													180	5	31	72	72	180	54	9	108	9	0	35	18	24	7	12	7	21	0	0	0	0	0	36	44	14	14	0	13	13	0	1	1	0	14	14	0	0	14	45	14	14	30.0	0	0	-8	13	0	0	0	0	0	1	0	0	0	0	0	2		2		4	4	4	0	0	0	12	0	1		1	3	2		3	1	2						1	120	0.0	1	30	3.0	2			1	91	1.00	2			2			2			0	0	1	0	0	1	0	2		2		2		2		2		2		2		2		2		1	2	1	3	1	3	2		1	3	1	3	1	3	31.0	3.00	5052.00	6.0	0.0	6.0	1	7	0	-8			-8			3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	4	4	4	4	4				2		2		2				2		0	0	0			8	8	8	8	8	1	5		1	2	1	1.0	15.0	25.0	1	1	3	2		2										2		2					1	6	6	2							8.0	10.0	7.0	2	0.0	0	0	1	0	2	1	1	2	1	2	2	2	1	1	1	2	3	4	1					5	1	1	1	0	0	0	0	0	0	1	2	2	1		2	2	2	1	2	2	1400.00	1400.00	600	600	800.00	800.00	0.0	0.0	0.0	0.0	0.0	0.0	800.00	800.00	38	58.0	80.0	4	4	4	512	4	4	4	2	100	100	2		2		2		1	2	1		1	0	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2								4	1	2	62	100.0	1	3	4
165	1	C	22	222	1	1	2013	1965		1	2		2	4	1	4	3	2	2	3	1	3	2																						2																					3	100	50.0	2	9	7	11	4		3	2	1	1	1	1	2				8	8	8	8	8				2							1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	290	205	22	63	16	16	0	0	10	10	0	0													227	68	74	42	43	227	69	21	135	2	0	124	19	32	9	13	8	22	0	0	0	0	0	39	0	67	49	18	60	42	18	7	7	0	61	43	6	6	47	470	47	47	15.0	2	2	15	34	2	1	0	1	2	7	0	0	0	0	0	2		1	2	10	8	6	0	0	0	24	0	1		1	4	2		3	4							1	1160	8.0	1	20	10.0	2			2			2			1	3	10.0	2			0	0	0	1	0	0	1	2		2		2		2		2		2		2		2		2		2		1	3	1	3	2		1	3	1	3	1	3	35.0	0.00	16699.00	29.0	0.0	29.0	2			1	30	0.0	2			2	3	2	2	2	2	2	3	2	4	4	3	2	2	2	4	3	3	3	3				1	1	2		2				2		0	0	0			1	8	8	8	8	2		1	0	1	0		6.0		1	1	2	1	1	2										2		2					1	5	6	2							7.0	5.0	9.0	2	1.0	0	0	1	0	2		2		2		2	2	2	2	2	2	-9							-8	2	-8	-8	-8	-8	-8	-8	-8	-8	1	2	2	2		2	2	2	1	2	2	1200.00	1200.00	600	600	600.00	600.00	0.0	0.0	0.0	0.0	0.0	0.0	600.00	600.00	40	55.0	80.0	5	5	5	1524	4	4	4	2	100	100	2		2		2		1	2	2																																											2	2								4	1	1	77	100.0	1	3	4
165	1	C	22	222	2	1	2015	1965		1	1	1	2	2	1	2	3	3	2	1	1	3	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2																					2	100	100.0	14	2	9	3	11	10	3	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	305	210	25	70	16	16	0	0	15	15	0	0													235	45	100	39	51	235	61	21	151	2	0	66	19	33	10	14	9	22	3	0	0	0	0	49	48	44	32	12	38	26	12	6	6	0	44	32	0	0	32	192	32	32	21.0	0	0	0	26	0	0	0	0	0	6	0	0	0	0	0	2		1	2	6	12	4	0	0	0	22	0	1		1	3	2		3	1	2						1	600	0.0	1	30	10.0	2			1	20	5.00	1	3	5.0	1	3	15.0	1	20	8.0								2		2		2		2		2		2		2		2		2		1	2	2		1	3	2		1	3	2		1	2	10.0	2.00	20402.00	43.0	0.0	43.0	1	4	0	-8			-8			2	2	2	2	2	3	3	4	2	3	4	3	3	2	3	3	3	3	3	3				2		2		2				2							2	8	8	8	8	1	5		1	1	0	3.0	7.0		2	1	3	1	1											2		2					1	5	7	2							7.0	14.0	5.0	2	0.0	0	0	0	1	6		2		2		2	1	2	1	1	1	2	4	3					5	1														2	2	2	1	2	2	1330.00	1330.00	600	600	730.00	730.00									36	65.0	98.0	4	4	4	1917	4	4	4	2	100	100	2		2		2		1	2	1		0	0	0	1	0	2																																				1	2								5	1	1	50	100.0	1	3	3
165	1	C	22	222	1	1	2017	1965		1	2		2	3	1	4	3	3	2	2	1	1	1																						2																					1	200		7	14	9	4	3	11	3	1	1	1	1	1	1				8	8	8	8	8				2							1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	283	236	24	23	36	36	0	0	24	24	0	0													260	110	51	38	61	260	57	16	181	5	1	71	52	32	17	12	11	22	2	0	0	0	0	47	38	27	27	0	24	24	0	3	3	0	24	24	3	3	30	100	27	27		0	0																		6	11	3	0	1	1	20	2	1		1	4	2		3	4							1	270	0.0	1	10	2.0	2			1	174	5.00	2			2			2										2		1	1	2		2		2		2		2		2		2		2		2		1	3	2		1	3	1	3	1	3	359.0	0.00	25276.00	30.0	0.0	30.0	2			-8			2			2	2	2	2	2	3	3	2	2	3	4	3	1	1	1	3	3	3	3	3				1	1	2		2				2							1	1	8	8	1	1	5		2	1	0	4.0	8.0		1	1	3	2														2					1	5	7	2							7.0	12.0	6.0	2		0	0	0	0							2	1	2	1	1	1	2	4	3					4	1														2	2	2	1	2	2	1400.00	1400.00	600	600	800.00	800.00									36	60.0	90.0	4	4	4	1048	4	4	4	2	120	120	1	1	2		2		1	2	2																																											2	2								4	1	1	67	30.0	1	3	4
